unixtime,time,ppfdred1_3,ppfdblue1_3,ppfd1_3,ppfdred2_3,ppfdblue2_3,ppfd2_3,ppfdred3_3,ppfdblue3_3,ppfd3_3,ppfdred4_3,ppfdblue4_3,ppfd4_3,ppfdred5_3,ppfdblue5_3,ppfd5_3,ppfdred6_3,ppfdblue6_3,ppfd6_3,ppfdred7_3,ppfdblue7_3,ppfd7_3,temp_1_3,humd_1_3,temp_2_3,humd_2_3,temp_3_3,humd_3_3,tmp1_3,tmp2_3,tmp3_3,ec_3,ph_3,watertemp_3,waterlevel_3
1533139200,02-08-18 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533153600,02-08-18 04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533168000,02-08-18 08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533182400,02-08-18 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533196800,02-08-18 16:00,101.9090909090909,28.727272727272727,130.63636363636363,125.36363636363636,47.81818181818182,173.1818181818182,127.63636363636364,53.0,180.63636363636363,125.45454545454545,49.45454545454545,174.9090909090909,113.27272727272727,41.0,154.27272727272728,103.36363636363636,47.90909090909091,151.27272727272728,125.27272727272727,46.0,171.27272727272728,24.609091325239703,93.25454503839666,25.209090839732777,72.0909090909091,24.66363698785955,74.04545454545455,,34.53977272727273,33.23863636363637,6.733128980528332,1755.5238123046888,24.192909090909094,1.0
1533211200,02-08-18 20:00,102.0909090909091,28.09090909090909,130.1818181818182,124.72727272727273,48.0,172.72727272727272,127.36363636363636,53.54545454545455,180.9090909090909,124.27272727272727,49.81818181818182,174.0909090909091,112.81818181818181,41.54545454545455,154.36363636363637,102.9090909090909,47.36363636363637,150.27272727272728,125.36363636363636,46.72727272727273,172.0909090909091,24.60000038146973,91.8818192915483,25.23636384443803,70.24545426802202,24.51818188753995,72.18181748823686,,34.16477272727273,32.96590909090909,6.7127689101856935,1954.9746879181587,24.69281818181818,1.0
1533225600,03-08-18 00:00,110.0,26.0,136.0,131.0,45.0,176.0,132.0,51.0,183.0,127.0,47.0,174.0,121.0,41.0,162.0,109.0,45.0,154.0,133.0,44.0,177.0,23.399999618530273,93.5999984741211,23.60000038146973,72.9000015258789,23.20000076293945,73.4000015258789,,24.0,23.9375,6.753735694479455,1937.0019298806726,24.375,1.0
1533240000,03-08-18 04:00,110.0,26.0,136.0,131.0,45.0,176.0,132.0,51.0,183.0,127.0,47.0,174.0,121.0,41.0,162.0,109.0,45.0,154.0,133.0,44.0,177.0,23.399999618530273,93.5999984741211,23.60000038146973,72.9000015258789,23.20000076293945,73.4000015258789,,24.0,23.9375,6.753735694479455,1937.0019298806726,24.375,1.0
1533254400,03-08-18 08:00,101.36363636363636,28.0,129.36363636363637,124.81818181818181,47.27272727272727,172.0909090909091,126.0909090909091,52.63636363636363,178.72727272727272,122.63636363636364,49.18181818181818,171.8181818181818,111.27272727272727,40.81818181818182,152.0909090909091,102.18181818181819,46.45454545454545,148.63636363636363,124.0,46.36363636363637,170.36363636363637,23.745454268022016,92.45454545454545,24.254544865001332,69.69090964577414,23.745454094626687,71.38181721080433,,33.06818181818182,31.823863636363637,6.76456271744098,1954.6304091112145,23.942909090909094,1.0
1533268800,03-08-18 12:00,104.5,27.333333333333332,131.83333333333334,127.66666666666667,46.333333333333336,174.0,129.58333333333334,52.166666666666664,181.75,126.91666666666667,48.583333333333336,175.5,115.33333333333333,40.0,155.33333333333334,105.41666666666667,45.833333333333336,151.25,127.5,46.166666666666664,173.66666666666666,23.25,94.77499961853027,23.37499984105428,73.70000012715657,23.041666666666668,74.54999923706055,,30.46875,29.5625,6.770267379839651,1983.1917728004553,23.22375,1.0
1533283200,03-08-18 16:00,102.0,28.25,130.25,123.66666666666667,48.0,171.66666666666666,126.5,53.583333333333336,180.08333333333334,124.0,49.75,173.75,112.91666666666667,41.0,153.91666666666666,103.0,46.916666666666664,149.91666666666666,125.16666666666667,46.833333333333336,172.0,24.216667175292965,92.53333218892415,24.67500066757202,70.05833371480306,24.05833355585734,71.90833282470703,,33.890625,32.572916666666664,6.769643689018685,1964.0406082308052,24.077916666666667,1.0
