unixtime,time,ppfdred1_2,ppfdblue1_2,ppfd1_2,ppfdred2_2,ppfdblue2_2,ppfd2_2,ppfdred3_2,ppfdblue3_2,ppfd3_2,ppfdred4_2,ppfdblue4_2,ppfd4_2,ppfdred5_2,ppfdblue5_2,ppfd5_2,ppfdred6_2,ppfdblue6_2,ppfd6_2,ppfdred7_2,ppfdblue7_2,ppfd7_2,temp_1_2,humd_1_2,temp_2_2,humd_2_2,temp_3_2,humd_3_2,tmp1_2,tmp2_2,tmp3_2,oxy_con_2,co2_con_2
1533600000,07-08-18 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23.318181297995828,99.9000015258789,20.899999618530273,83.80000305175781,24.281818216497246,63.1000002080744,23.835227272727273,24.0,23.323863636363637,18.314545454545456,873.3490909090909
1533614400,07-08-18 12:00,115.0,40.2,155.2,121.7,32.7,154.4,126.7,55.9,182.6,116.9,36.8,153.7,113.3,43.2,156.5,114.8,38.1,152.9,131.9,45.8,177.7,23.51999988555908,99.9000015258789,20.899999618530273,83.80000305175781,24.05,70.09000015258789,29.99375,30.0375,28.04375,18.371,843.2
1533628800,07-08-18 16:00,11.2,4.2,15.4,12.0,3.4,15.4,12.5,5.6,18.1,11.7,3.7,15.4,11.2,4.3,15.5,11.4,3.9,15.3,13.1,4.7,17.8,25.060000228881837,99.9000015258789,20.899999618530273,83.80000305175781,26.04000015258789,61.94000053405762,33.1875,33.5,31.1875,18.225,1059.261
1533643200,07-08-18 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.29999923706055,99.9000015258789,20.899999618530273,83.80000305175781,26.290908466685906,58.663636294278234,33.64772727272727,33.74431818181818,31.789772727272727,18.317272727272726,821.5018181818181
1533657600,08-08-18 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.29999923706055,99.9000015258789,20.899999618530273,83.80000305175781,26.290908466685906,58.663636294278234,33.64772727272727,33.74431818181818,31.789772727272727,18.317272727272726,821.5018181818181
1533672000,08-08-18 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.29999923706055,99.9000015258789,20.899999618530273,83.80000305175781,26.290908466685906,58.663636294278234,33.64772727272727,33.74431818181818,31.789772727272727,18.317272727272726,821.5018181818181
1533686400,08-08-18 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.29999923706055,99.9000015258789,20.899999618530273,83.80000305175781,26.290908466685906,58.663636294278234,33.64772727272727,33.74431818181818,31.789772727272727,18.317272727272726,821.5018181818181
1533700800,08-08-18 12:00,146.1,85.3,231.4,151.6,80.6,232.2,161.8,115.3,277.1,149.2,79.5,228.7,143.4,90.1,233.5,145.2,82.2,227.4,168.7,98.5,267.2,24.11000003814697,99.9000015258789,20.899999618530273,83.80000305175781,24.610000228881837,64.54999923706055,35.775,36.2125,32.425,18.35,1038.245
1533715200,08-08-18 16:00,145.0,62.81818181818182,207.8181818181818,151.0,55.27272727272727,206.27272727272728,162.0,85.18181818181819,247.1818181818182,149.0,56.45454545454545,205.45454545454547,144.0,65.81818181818181,209.8181818181818,145.0,59.27272727272727,204.27272727272728,169.0,70.63636363636364,239.63636363636363,26.22727290066806,99.9000015258789,20.899999618530273,83.80000305175781,27.20000024275346,57.33636405251243,39.05681818181818,39.01704545454545,35.1875,18.283636363636365,795.4709090909091
1533729600,08-08-18 20:00,145.0,63.0,208.0,151.0,55.72727272727273,206.72727272727272,161.0,85.9090909090909,246.9090909090909,149.0,57.18181818181818,206.1818181818182,143.0,66.36363636363636,209.36363636363637,144.0,60.0,204.0,168.0,71.18181818181819,239.1818181818182,26.70000076293945,99.9000015258789,20.899999618530273,83.80000305175781,27.536363775079902,55.63636432994496,39.40340909090909,39.39204545454545,35.59659090909091,18.349999999999998,777.6727272727272
